    pL,                   dL,                      pR,              dR,                     du,                     PI,                DIL,          DIR
      0.001000        0.100000        0.999000        0.900000        3.500000        0.000164        0.027492        0.004829
      0.001000        0.100000        0.999000        0.900000        3.600000        0.000099        0.019193        0.003571
      0.001000        0.100000        0.999000        0.900000        3.700000        0.000057        0.012923        0.002562
      0.001000        0.100000        0.999000        0.900000        3.800000        0.000031        0.008325        0.001771
      0.001000        0.100000        0.999000        0.900000        3.900000        0.000015        0.005075        0.001169
      0.001000        0.100000        0.999000        0.900000        4.000000        0.000007        0.002882        0.000727
      0.001000        0.100000        0.999000        0.900000        4.100000        0.000003        0.001490        0.000417
      0.001000        0.100000        0.999000        0.900000        4.200000        0.000001        0.000675        0.000215
      0.001000        0.100000        0.999000        0.900000        4.300000        0.000000        0.000252        0.000094
      0.001000        0.100000        0.999000        0.900000        4.400000        0.000000        0.000068        0.000031
      0.001000        0.100000        0.999000        0.900000        4.500000        0.000000        0.000010        0.000006
      0.001000        0.100000        0.999000        0.900000        4.600000        0.000000        0.000000        0.000000
      0.001000        0.200000        0.999000        0.800000      -10.000000       11.747333        1.199404        2.437872
      0.001000        0.200000        0.999000        0.800000       -9.900000       11.527251        1.199393        2.427083
      0.001000        0.200000        0.999000        0.800000       -9.800000       11.309367        1.199381        2.416096
      0.001000        0.200000        0.999000        0.800000       -9.700000       11.093682        1.199369        2.404907
      0.001000        0.200000        0.999000        0.800000       -9.600000       10.880195        1.199357        2.393513
      0.001000        0.200000        0.999000        0.800000       -9.500000       10.668904        1.199344        2.381909
      0.001000        0.200000        0.999000        0.800000       -9.400000       10.459811        1.199331        2.370092
      0.001000        0.200000        0.999000        0.800000       -9.300000       10.252915        1.199318        2.358058
      0.001000        0.200000        0.999000        0.800000       -9.200000       10.048215        1.199304        2.345802
      0.001000        0.200000        0.999000        0.800000       -9.100000        9.845710        1.199289        2.333321
